1,34911289,T,100,380000
2,34911289,T,30,380000
3,34397207,T,700,378500
4,34467997,T,250,378600
5,34468010,T,50,378600
6,34536165,T,200,378800
7,34845801,T,200,379700
8,35026892,T,20,380100
9,35030905,T,280,380100
10,35137857,T,400,380900
11,35494795,T,600,381700
12,36164004,T,300,383300
13,36185356,T,200,383400
14,36794757,T,300,384300
15,36887443,T,200,384300
16,36887516,T,200,384300
17,37237358,T,300,383000
18,37381202,T,100,382900
19,37509417,T,61,383200
20,37509417,T,39,383200
21,37766556,T,100,383100
22,38103024,T,100,383200
23,38119085,T,300,383200
24,38213193,T,100,383000
25,38465051,T,100,382700
26,38626094,T,100,382500
27,38815803,T,190,382200
28,38821779,T,510,382200
29,39438842,T,200,382700
30,40504145,T,100,382900
31,39978150,T,300,382500
32,40214030,T,35,382300
33,40215435,T,65,382300
34,40645542,T,1452,383100
35,40645542,T,337,383100
36,40834930,T,100,383100
37,41165453,T,536,383500
38,41165453,T,1203,383500
39,41165637,T,961,383500
40,41785042,T,300,383200
41,42799078,T,100,383700
42,42827147,T,1,383700
43,43180625,T,233,383600
44,43932078,T,1400,383000
45,44229095,T,396,383300
46,44229112,T,204,383300
47,44457202,T,111,383300
48,44457765,T,57,383300
49,44466720,T,132,383300
50,44577306,T,100,383500
51,44847703,T,500,383500
52,44894218,T,100,383600
53,44894218,T,43,383600
54,47745601,T,100,382500
55,46724501,T,100,383100
56,51595649,T,100,383100
57,48394783,T,500,382700
58,48394783,T,320,382700
59,48855788,T,300,382900
60,48836213,T,250,382800
61,48846371,T,300,382800
62,48855856,T,400,382900
63,49579758,T,15,382700
64,49634970,T,200,382600
65,49731066,T,300,382600
66,49748067,T,100,382600
67,49887093,T,1,382600
68,50119546,T,48,382400
69,50124036,T,282,382400
70,50126833,T,170,382400
71,50126833,T,200,382400
72,51332780,T,17,382700
73,51332791,T,100,382700
74,51332791,T,156,382700
75,51332792,T,127,382700
76,51509084,T,53,382700
77,51510558,T,47,382700
78,52254785,T,200,382900
79,52254785,T,100,382900
80,52254785,T,200,382900
81,52254785,T,100,382900
82,52254786,T,50,382900
83,52254790,T,450,382900
84,52612127,T,239,382700
85,52713917,T,200,382800
86,52794661,T,500,382600
87,52927196,T,500,382600
88,52880746,T,75,382800
89,52880757,T,25,382800
90,53013045,T,100,382600
91,53050133,T,500,382700
92,53207746,T,100,382500
93,53230804,T,600,382400
94,53343488,T,200,382500
95,53729853,T,300,381900
96,54068302,T,804,381400
97,54029181,T,100,381600
98,54132409,T,100,380800
99,54140014,T,100,380500
100,54173522,T,800,380200
101,54246143,T,100,380700
102,54404583,T,100,380500
103,54434917,T,100,380300
104,54618924,T,100,378900
105,54696550,T,500,379300
106,54698256,T,229,379400
107,54699071,T,171,379400
108,54733675,T,100,379800
109,54821821,T,100,380300
110,55096299,T,1,380700
111,55146382,T,100,381400
112,55269550,T,100,381300
113,55835432,T,600,381100
114,55479623,T,500,380900
115,55959667,T,100,381700
116,55898345,T,500,381500
117,56391084,T,106,381400
118,56029781,T,100,381700
119,56052444,T,200,381600
120,56073760,T,100,381600
121,56160854,T,637,381800
122,56411422,T,800,381700
123,56599915,T,100,381900
124,56919445,T,100,381400
125,56673343,T,100,382300
126,56830318,T,100,381700
127,57000155,T,100,381500
128,57000155,T,60,381400
129,57000161,T,800,381700
130,57009999,T,100,382000
131,57025572,T,300,382000
132,57084619,T,300,382000
133,57135359,T,100,382200
134,57360203,T,100,382500
135,57199027,T,100,381900
136,57228750,T,300,382000
137,57230517,T,1600,382100
138,57230224,T,800,382200
139,57237011,T,100,382200
140,57240938,T,200,382200
141,57319587,T,100,382400
142,57320473,T,700,382400
143,57406562,T,200,383000
144,57599964,T,100,383100
145,57543517,T,100,382700
146,57543517,T,100,382700
147,57562559,T,74,382700
148,57571083,T,126,382700
149,57571083,T,300,382700
150,57594498,T,1000,382600
151,56854266,T,100,381650
152,56854266,T,400,381650
153,56876390,T,300,381650
154,56876413,T,100,381650
155,56876413,T,100,381650
156,56876413,T,100,381650
157,56878235,T,100,381650
158,56878243,T,100,381650
159,56878248,T,100,381650
160,56878255,T,100,381650
161,56878741,T,100,381650
162,56892199,T,100,381650
163,56892199,T,100,381650
164,56902171,T,100,381550
165,56905312,T,100,381550
166,56935050,T,100,381450
167,56955354,T,100,381550
168,56963310,T,100,381550
169,56963310,T,100,381550
170,56970467,T,58,381550
