1,33569912,T,1000,394000
2,34229223,T,100,393500
3,34240066,T,100,394300
4,34272790,T,100,393800
5,34272790,T,100,393800
6,34272843,T,100,393800
7,34406832,T,100,394200
8,34359684,T,400,395200
9,34433036,T,400,393900
10,34552270,T,400,393100
11,34557838,T,5,392900
12,34558489,T,400,393000
13,34594643,T,400,393300
14,34721529,T,200,392700
15,34727133,T,100,392900
16,34805809,T,500,392600
17,34837611,T,300,392600
18,34846841,T,600,392500
19,34846843,T,200,392500
20,34847141,T,100,392500
21,34847141,T,800,392500
22,34847146,T,300,392500
23,34847550,T,500,392500
24,34868797,T,100,392500
25,34957920,T,100,393700
26,35713604,T,200,393500
27,35375021,T,100,392800
28,35691130,T,300,393100
29,35691552,T,100,393100
30,35733659,T,124,393900
31,35789072,T,100,393300
32,35891674,T,300,393400
33,35853425,T,200,393600
34,35967867,T,114,393400
35,35967860,T,400,393500
36,35999122,T,100,393500
37,35999130,T,200,393500
38,36002481,T,400,393500
39,36494736,T,200,392900
40,36462380,T,100,392800
41,36998690,T,167,393200
42,36998806,T,300,393900
43,37008016,T,169,394200
44,37007430,T,400,394100
45,37126047,T,100,394900
46,37159493,T,200,394500
47,37159499,T,100,394500
48,37159758,T,400,394400
49,37386609,T,200,393700
50,37435744,T,500,393800
51,37636488,T,700,393200
52,37645674,T,300,392900
53,37932338,T,100,392600
54,38408458,T,100,392300
55,38508479,T,800,392000
56,38545458,T,2,392000
57,38637284,T,100,392200
58,38991146,T,200,392500
59,39304913,T,200,392700
60,39481150,T,100,393000
61,39582402,T,28,392800
62,40118919,T,200,392900
63,40270651,T,200,392900
64,39721868,T,200,392900
65,40336786,T,100,393100
66,40555493,T,300,393100
67,40576931,T,500,393100
68,41258018,T,100,393200
69,41258019,T,100,393200
70,41258019,T,100,393200
71,41258020,T,100,393200
72,41258020,T,100,393200
73,41258042,T,300,393200
74,46790022,T,200,393900
75,41839441,T,25,392900
76,42707986,T,100,392900
77,42440320,T,200,392500
78,42440320,T,200,392500
79,42630179,T,100,392500
80,46210535,T,100,393700
81,42630180,T,150,392500
82,42713428,T,100,392900
83,42713454,T,300,392900
84,43076221,T,100,393100
85,43071318,T,100,393000
86,43055070,T,5,392900
87,43546909,T,317,393300
88,43362049,T,100,393100
89,43530312,T,400,393200
90,43700645,T,1100,393200
91,43816928,T,200,392900
92,44209077,T,100,392800
93,44556332,T,202,392900
94,44984117,T,100,392600
95,45674875,T,330,393300
96,45549700,T,200,393000
97,46385203,T,235,393600
98,46391292,T,13,393600
99,46566090,T,400,393400
100,47560054,T,2,393300
101,47709068,T,400,393500
102,47965406,T,400,393700
103,49047375,T,300,393500
104,49365130,T,10,393600
105,49737882,T,400,393800
106,50305688,T,200,394300
107,50424609,T,100,393900
108,50479227,T,200,393200
109,50475996,T,228,393700
110,50499319,T,296,393800
111,50503516,T,100,394000
112,50614643,T,200,394200
113,50807276,T,25,392800
114,50807383,T,600,392800
115,50807383,T,550,392900
116,50835505,T,200,392600
117,50841161,T,100,392600
118,50924295,T,71,392800
119,50927757,T,100,393000
120,50931785,T,787,393000
121,50931785,T,13,393000
122,50946885,T,100,392900
123,50987573,T,92,393300
124,51010504,T,100,393400
125,51167323,T,1,393500
126,51168468,T,600,393400
127,51168469,T,200,393400
128,51179021,T,100,393600
129,51312276,T,100,393700
130,51312352,T,129,393800
131,51526580,T,200,393700
132,51742109,T,800,393800
133,52334191,T,200,394400
134,52375131,T,100,394300
135,52635141,T,200,394000
136,52648604,T,100,393900
137,52866755,T,100,393700
138,52966835,T,300,393300
139,53071965,T,100,393500
140,53071966,T,9,393500
141,53072316,T,91,393500
142,53313931,T,100,393400
143,53548943,T,300,393300
144,54441156,T,26,392300
145,54441158,T,74,392300
146,54520186,T,100,391300
147,54616443,T,300,390300
148,54791015,T,200,390800
149,55111216,T,33,391000
150,55111217,T,200,391000
151,55111217,T,167,391000
152,54853065,T,100,391400
153,54912305,T,400,391400
154,54929271,T,400,391500
155,54988947,T,100,391400
156,54990157,T,400,391400
157,55088739,T,100,391200
158,55303974,T,400,391600
159,55436521,T,800,391500
160,55573553,T,100,391700
161,55552959,T,100,391600
162,55560952,T,100,391600
163,55582921,T,100,391800
164,55794241,T,15,391700
165,55995607,T,100,391300
166,56045257,T,2,391700
167,56536456,T,100,392400
168,56551515,T,100,392400
169,56175033,T,13,392000
170,56250493,T,100,392100
171,56401777,T,5,391800
172,56416185,T,2592,391800
173,56416187,T,300,391800
174,56416188,T,100,391800
175,56416188,T,2493,391800
176,56416189,T,315,391800
177,56639561,T,600,392400
178,56758847,T,400,392700
179,56785508,T,100,392700
180,56786337,T,500,392700
181,56895783,T,100,392800
182,57323113,T,153,392900
183,57323395,T,175,392900
184,57029376,T,100,392800
185,57039830,T,100,392800
186,57047894,T,100,392800
187,57390493,T,500,393100
188,57433201,T,100,393100
189,34338804,T,150,395000
190,34338804,T,172,395000
191,33254886,T,100,394900
192,34308118,T,200,393000
193,34311840,T,100,393000
194,34311842,T,100,393000
195,34331469,T,100,393900
196,34339961,T,400,394900
197,34529544,T,100,393100
198,34840169,T,6500,392500
199,34840169,T,420,392500
200,34568239,T,200,393100
201,34651353,T,100,392700
202,34682180,T,300,392700
203,34679753,T,100,392800
204,34805819,T,100,392700
205,34890417,T,56,392600
206,34890418,T,44,392600
207,35089045,T,100,392900
208,35309423,T,100,393500
209,35527244,T,200,393300
210,35532139,T,271,393300
211,35532139,T,229,393300
212,35638641,T,100,393000
213,35778315,T,200,393600
214,36625195,T,100,393900
215,36327401,T,800,393000
216,36389088,T,277,392600
217,36423674,T,100,392700
218,36625148,T,100,393800
219,36536403,T,300,393100
220,36998772,T,300,393700
221,36998772,T,100,393700
222,37138932,T,100,394500
223,37149413,T,100,394300
224,37281483,T,500,394000
225,37281460,T,400,393900
226,37802129,T,300,392600
227,37985240,T,1500,392900
228,38234104,T,100,391900
229,38207362,T,257,392400
230,38256443,T,100,392000
231,43562333,T,100,393400
232,38577530,T,400,392200
233,39128036,T,100,393000
234,39496328,T,800,393100
235,39604026,T,900,392600
236,39696196,T,200,392700
237,39711922,T,300,392800
238,39802478,T,500,393100
239,39802478,T,100,393100
240,40270623,T,300,393100
241,40270643,T,365,393000
242,40270644,T,600,393000
243,40270645,T,300,393000
244,40270648,T,200,393000
245,40270650,T,535,393000
246,40518020,T,100,393100
247,41141291,T,100,393200
248,41422058,T,100,393000
249,41669566,T,100,392700
250,41722320,T,100,392800
251,42156828,T,200,392400
252,42292819,T,100,392400
253,42618514,T,200,392500
254,42759518,T,280,392900
255,42759519,T,300,392900
256,42759523,T,20,392900
257,42973935,T,500,392700
258,43034413,T,200,392800
259,44119205,T,375,392900
260,44119205,T,225,392900
261,44556332,T,100,392900
262,45467638,T,300,392900
263,45769357,T,400,393300
264,45909551,T,100,393000
265,46106099,T,400,393500
266,47150720,T,100,393300
267,47333469,T,100,393300
268,47572121,T,100,393300
269,47702916,T,100,393500
270,47946408,T,100,393500
271,48974525,T,100,393600
272,48207582,T,54,393500
273,50409321,T,100,394200
274,50437552,T,100,393700
275,50475996,T,100,393700
276,50478715,T,300,393700
277,50516889,T,115,393700
278,50516896,T,185,393700
279,50556340,T,192,393800
280,50556018,T,100,394100
281,50649172,T,100,393700
282,50737504,T,100,393000
283,50782794,T,200,393000
284,51168502,T,200,393300
285,51168758,T,400,393300
286,51183480,T,1,393500
287,51638175,T,100,394100
288,51892155,T,100,393900
289,51892159,T,100,393900
290,51892204,T,100,393900
291,51956127,T,56,394100
292,51956131,T,744,394100
293,51981305,T,100,394100
294,52718539,T,200,393900
295,52788373,T,100,394000
296,53109547,T,200,393600
297,53285275,T,100,393500
298,53362473,T,300,393500
299,53360922,T,1,393600
300,53995938,T,500,393600
301,54558270,T,83,390900
302,54559361,T,17,390900
303,54621581,T,1200,390400
304,54633992,T,494,390700
305,54688658,T,1000,390300
306,54664206,T,409,390100
307,54664208,T,191,390100
308,54719841,T,100,389900
309,54837645,T,200,391600
310,54837645,T,659,391600
311,54912305,T,659,391400
312,55169205,T,336,391200
313,55619136,T,100,391500
314,55619443,T,800,391400
315,55699416,T,217,391600
316,55726493,T,100,391500
317,56171592,T,100,391900
318,56171593,T,100,391900
319,56172153,T,100,391900
320,56172156,T,100,391900
321,56172213,T,100,391900
322,56170493,T,900,392000
323,56310447,T,200,391900
324,56401777,T,100,391800
325,56500751,T,100,392100
326,56898566,T,100,393000
327,56786349,T,266,392700
328,57002472,T,800,392800
329,57455296,T,100,392900
330,57539548,T,6,392600
331,57553664,T,1200,392700
332,34276052,T,100,393400
333,34335402,T,18,394800
334,34338897,T,800,395000
335,34356136,T,100,394700
336,34528125,T,100,393100
337,34552270,T,100,393100
338,34669261,T,100,392900
339,34709640,T,100,392900
340,34837611,T,100,392600
341,34974034,T,100,393100
342,35070228,T,34,392900
343,35070229,T,34,392900
344,35083339,T,200,392700
345,35112096,T,300,392800
346,35100708,T,269,392900
